Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
73,female,3,rent,little,little,16625,7,car,bad
25,male,1,own,rich,little,13562,13,business,good
62,female,2,rent,rich,moderate,17392,52,vacation/others,good
39,male,3,own,nan,little,14500,22,furniture,good
21,male,2,own,moderate,nan,5507,53,business,good
57,female,1,rent,moderate,little,6715,51,furniture,good
20,male,0,own,nan,nan,12042,26,business,bad
46,male,2,own,little,moderate,1876,12,vacation/others,good
58,female,1,rent,quite rich,rich,13013,69,education,good
46,female,0,own,nan,little,375,22,car,good
51,female,2,rent,moderate,little,19951,54,education,bad
51,male,1,own,nan,moderate,5607,14,business,good
45,male,1,rent,moderate,little,19202,6,furniture,good
30,female,2,own,little,nan,16603,64,radio/TV,good
32,female,1,own,little,little,1319,20,car,good
40,male,0,own,quite rich,moderate,13934,33,radio/TV,good
61,male,1,rent,little,rich,3445,11,car,good
43,female,0,own,moderate,little,7485,44,business,bad
21,female,0,own,little,nan,15087,29,car,bad
43,female,0,rent,nan,little,5693,8,car,good
57,female,0,own,little,moderate,893,27,radio/TV,bad
26,male,1,rent,moderate,rich,7778,39,radio/TV,good
72,male,1,rent,moderate,little,12484,20,repairs,good
22,male,3,own,rich,little,17382,49,car,bad
73,male,1,own,moderate,little,16180,35,business,good
49,female,2,own,nan,little,12178,63,radio/TV,good
37,male,1,rent,moderate,little,5250,45,education,good
67,female,2,own,little,little,10258,43,car,bad
28,male,2,own,moderate,little,14155,30,furniture,good
32,male,1,own,moderate,little,18407,8,furniture,good
49,male,0,own,moderate,nan,7827,64,education,good
45,female,1,own,quite rich,moderate,5169,64,radio/TV,good
39,male,2,own,moderate,little,12090,55,vacation/others,good
58,female,1,own,little,moderate,2998,69,car,good
34,female,2,own,little,rich,17154,10,radio/TV,good
43,male,1,own,nan,little,4739,41,education,good
61,female,0,own,quite rich,rich,15465,54,furniture,bad
24,male,1,own,little,moderate,8526,4,repairs,good
59,female,2,own,little,rich,17693,52,domestic appliances,good
74,male,1,rent,little,moderate,17049,23,domestic appliances,bad
43,female,2,own,rich,moderate,6337,45,radio/TV,good
42,female,1,rent,little,little,13263,19,radio/TV,bad
27,male,1,own,moderate,little,14461,36,furniture,good
62,male,2,rent,little,moderate,4566,19,car,good
36,male,2,own,quite rich,little,4151,19,repairs,good
28,male,0,free,little,little,1592,51,car,bad
30,female,1,rent,little,little,13016,58,business,bad
70,female,2,own,moderate,little,10881,31,car,good
25,female,0,own,moderate,little,16197,26,furniture,bad
57,female,2,rent,quite rich,little,19126,33,radio/TV,good
21,male,1,free,little,moderate,15703,64,furniture,bad
64,female,1,own,moderate,little,4664,29,car,good
48,male,2,own,little,little,13878,14,car,good
45,female,1,own,moderate,little,16476,23,vacation/others,good
28,male,3,own,little,rich,11255,47,domestic appliances,bad
60,male,2,own,little,moderate,4861,21,furniture,good
18,male,2,own,little,little,17713,37,car,bad
66,male,0,own,moderate,little,12068,7,radio/TV,bad
64,male,3,own,moderate,moderate,8750,17,furniture,good
69,female,2,rent,moderate,rich,3122,16,car,good
55,male,1,rent,moderate,little,13912,44,business,bad
41,female,1,own,little,moderate,11380,60,furniture,bad
71,female,1,rent,little,little,14105,25,vacation/others,bad
74,male,3,own,little,little,13673,13,education,bad
64,female,2,own,little,moderate,14810,71,business,bad
48,female,3,rent,little,little,12300,53,radio/TV,bad
58,female,2,rent,little,moderate,10281,19,radio/TV,good
63,male,1,rent,rich,little,15683,14,furniture,good
67,male,1,own,moderate,moderate,8595,71,car,good
43,male,1,own,moderate,little,8551,70,education,good
66,male,0,rent,quite rich,little,756,23,furniture,bad
67,female,1,own,nan,little,10662,68,car,bad
22,female,3,own,moderate,little,19699,36,car,bad
37,female,3,own,little,little,8413,13,car,good
69,female,1,own,nan,little,3467,70,radio/TV,good
58,female,2,own,quite rich,little,5144,58,business,good
28,female,1,own,quite rich,rich,10888,35,car,good
73,male,1,own,moderate,moderate,14687,48,radio/TV,good
71,female,2,own,moderate,little,1238,62,furniture,good
50,female,1,own,moderate,little,16136,34,radio/TV,good
67,female,3,own,moderate,moderate,11874,55,car,good
55,male,2,rent,little,rich,10448,13,radio/TV,good
44,female,2,own,quite rich,little,16807,9,radio/TV,good
51,female,1,rent,nan,little,10308,4,domestic appliances,good
32,male,0,own,moderate,moderate,1712,49,car,good
49,female,1,own,little,little,11042,33,business,bad
38,male,2,own,moderate,little,13025,66,business,bad
63,male,3,own,little,moderate,17418,66,repairs,bad
22,female,1,own,nan,little,5907,4,repairs,good
23,female,2,own,moderate,little,5487,23,business,good
55,male,1,rent,little,moderate,15923,32,repairs,good
39,female,1,own,moderate,little,1880,37,car,good
35,female,2,rent,quite rich,moderate,10948,69,car,good
31,male,2,rent,little,nan,15711,69,car,good
27,male,1,own,little,moderate,975,5,business,good
63,female,1,rent,moderate,moderate,7399,57,furniture,good
30,male,1,rent,rich,moderate,10865,21,business,good
48,female,0,free,little,rich,2941,33,furniture,good
47,female,3,own,quite rich,little,10591,11,business,good
20,female,1,rent,moderate,little,14532,45,business,bad
47,female,0,rent,little,rich,4402,32,education,good
23,male,0,rent,little,moderate,11706,54,vacation/others,bad
46,female,3,own,little,little,4776,27,education,good
25,male,2,free,nan,rich,15352,13,car,good
61,female,2,free,nan,little,19145,19,vacation/others,good
62,female,0,rent,little,moderate,18598,53,education,bad
60,male,2,own,moderate,nan,18713,44,furniture,good
61,female,1,rent,nan,moderate,9637,57,radio/TV,good
50,male,2,own,moderate,rich,10586,47,business,good
34,male,3,own,little,moderate,8580,63,business,good
65,female,0,free,little,rich,19661,26,business,bad
28,female,1,rent,quite rich,nan,1694,23,car,good
30,female,0,free,moderate,little,14419,42,repairs,bad
67,female,1,own,moderate,little,10854,6,car,good
28,male,1,own,moderate,moderate,4883,6,radio/TV,good
48,female,3,free,little,nan,9734,34,car,good
45,female,1,own,little,little,7834,10,furniture,good
61,female,2,rent,nan,rich,18660,4,radio/TV,good
23,female,2,own,rich,rich,7625,59,radio/TV,good
58,female,3,own,moderate,little,12256,30,car,good
33,male,1,own,little,moderate,15481,68,furniture,bad
21,female,1,own,moderate,little,14872,42,radio/TV,bad
52,male,0,own,moderate,little,12705,6,domestic appliances,bad
65,female,0,own,moderate,rich,4560,62,furniture,good
73,female,2,own,nan,little,5485,5,radio/TV,good
43,female,0,rent,little,nan,8585,50,repairs,bad
74,male,1,rent,moderate,little,11736,23,business,good
29,female,0,own,little,little,2137,30,car,bad
28,male,2,rent,moderate,little,13006,22,furniture,good
54,male,1,own,moderate,rich,18646,58,business,good
42,female,0,own,moderate,little,1577,66,education,bad
35,male,1,own,little,moderate,19464,46,business,good
36,female,1,rent,moderate,little,6280,8,car,good
40,female,2,own,nan,little,15161,23,radio/TV,good
72,male,1,own,moderate,little,8576,64,education,good
55,female,2,own,little,little,5165,65,furniture,good
71,female,0,free,rich,little,19279,66,radio/TV,bad
35,male,0,free,little,moderate,4486,25,business,good
43,male,0,own,little,little,14547,41,radio/TV,bad
23,male,1,own,moderate,little,12943,15,radio/TV,good
21,male,2,free,little,little,12224,64,furniture,bad
61,male,0,own,moderate,little,284,51,furniture,bad
68,male,2,own,quite rich,moderate,8060,20,car,good
46,female,1,own,little,little,14300,55,vacation/others,bad
51,male,3,free,moderate,little,5001,49,radio/TV,good
34,male,2,rent,little,rich,13990,59,car,bad
60,female,2,own,moderate,little,4027,32,car,good
60,female,1,own,little,little,3999,54,car,good
70,male,3,free,little,moderate,12561,29,education,bad
33,male,3,own,little,rich,19663,32,radio/TV,good
19,female,1,own,little,moderate,2512,62,radio/TV,bad
51,male,1,own,little,little,16997,11,education,bad
72,male,1,rent,moderate,little,19148,28,education,good
25,female,1,own,moderate,little,17458,24,education,good
30,male,1,rent,little,nan,17780,7,car,good
59,female,1,own,little,rich,17231,39,business,bad
25,male,3,own,moderate,little,10954,46,car,good
47,female,1,own,quite rich,little,7495,29,radio/TV,good
49,female,2,rent,moderate,little,9713,39,car,good
53,female,1,own,nan,nan,3935,26,business,good
64,male,2,own,nan,moderate,2370,44,business,good
47,female,1,own,little,rich,13281,47,car,good
18,male,2,rent,little,little,16867,53,radio/TV,bad
60,female,1,rent,rich,rich,1550,12,education,good
56,female,1,own,little,little,19100,50,car,bad
34,female,2,own,moderate,little,18634,44,car,good
37,male,0,own,nan,little,8864,16,furniture,good
41,male,1,own,moderate,nan,18706,61,repairs,good
67,female,0,free,little,little,1701,69,car,bad
39,male,2,own,quite rich,little,15740,61,furniture,bad
46,male,1,own,little,rich,4253,69,business,good
39,male,2,own,nan,rich,4986,36,furniture,good
61,female,0,own,little,rich,12563,30,car,bad
26,male,1,own,moderate,little,779,53,radio/TV,good
54,female,2,own,quite rich,nan,1181,62,vacation/others,good
27,female,0,rent,little,moderate,5285,30,radio/TV,good
53,female,2,own,little,rich,10017,62,business,bad
54,male,1,own,little,nan,19735,59,car,bad
45,female,1,own,moderate,little,14403,37,education,bad
45,male,1,rent,nan,little,1715,52,car,good
59,male,1,own,little,moderate,3760,20,education,good
60,female,2,own,little,rich,6557,41,radio/TV,good
38,female,2,own,moderate,little,4680,4,car,good
41,female,1,own,little,little,10903,41,radio/TV,bad
59,male,1,rent,moderate,moderate,839,29,education,good
57,male,0,rent,little,moderate,5712,71,repairs,bad
19,female,2,free,moderate,rich,18964,28,domestic appliances,good
72,female,2,own,little,moderate,14949,61,repairs,bad
25,male,0,own,little,little,14839,48,business,bad
65,male,1,own,quite rich,nan,16247,25,radio/TV,good
44,female,0,own,little,moderate,3719,51,business,bad
39,male,3,own,rich,moderate,420,16,education,good
54,male,2,rent,quite rich,nan,4548,28,education,good
44,male,1,own,little,moderate,4625,13,car,good
74,male,1,own,nan,little,653,21,car,good
46,male,1,own,little,little,3777,58,car,good
20,male,1,rent,quite rich,nan,2315,30,car,good
61,female,2,own,moderate,little,9587,59,furniture,good
30,male,1,own,little,little,18536,59,furniture,bad
62,female,2,free,nan,rich,10205,52,car,good
27,female,1,rent,nan,little,4834,29,education,good
53,male,0,own,moderate,little,15017,5,furniture,bad
26,female,2,own,moderate,little,6581,63,car,good
71,female,1,own,nan,nan,373,41,business,good
73,female,3,rent,moderate,moderate,14466,6,car,good
72,male,1,rent,little,little,9048,56,radio/TV,bad
44,female,1,own,moderate,rich,12659,47,business,good
51,male,2,rent,rich,little,19555,26,furniture,good
68,female,1,own,rich,little,9536,31,radio/TV,good
18,female,1,rent,nan,little,18785,35,car,bad
49,female,3,own,little,moderate,19347,23,car,good
42,female,1,own,moderate,moderate,15980,9,education,good
46,male,1,rent,little,little,13210,6,business,bad
24,female,2,own,quite rich,moderate,13722,6,car,good
66,female,0,free,moderate,little,13426,26,vacation/others,bad
20,male,1,own,little,nan,1965,36,furniture,good
37,male,1,own,moderate,little,3709,39,repairs,good
37,male,0,rent,little,moderate,13615,67,radio/TV,bad
70,female,3,own,little,moderate,10941,15,radio/TV,bad
47,male,1,own,moderate,moderate,7144,65,car,good
52,male,1,own,quite rich,little,2139,29,domestic appliances,good
52,male,0,free,little,little,18529,40,car,bad
66,male,1,rent,little,nan,3177,51,vacation/others,good
56,male,2,own,little,little,19327,47,furniture,bad
44,male,1,own,moderate,rich,15386,14,car,good
43,female,2,own,little,little,5502,27,radio/TV,good
31,male,1,own,quite rich,little,13516,22,domestic appliances,good
34,female,2,free,nan,moderate,11867,59,furniture,good
35,male,1,rent,moderate,little,19195,52,car,bad
62,male,1,own,quite rich,nan,13626,60,domestic appliances,bad
69,male,2,own,moderate,rich,2076,14,radio/TV,good
46,female,0,free,little,nan,7452,66,car,bad
37,male,1,own,little,moderate,12865,20,repairs,good
70,male,0,free,moderate,little,19109,18,business,bad
44,male,1,own,nan,moderate,11286,65,radio/TV,good
35,male,2,rent,rich,rich,12445,35,furniture,good
21,female,0,rent,nan,little,6727,43,education,bad
18,female,3,rent,nan,rich,5667,14,furniture,good
67,female,1,own,little,moderate,19818,16,education,good
18,female,3,own,little,moderate,4971,31,car,good
43,female,0,own,moderate,moderate,12032,31,car,good
62,male,3,free,moderate,rich,10886,51,furniture,good
37,male,0,own,moderate,little,13071,58,domestic appliances,bad
69,male,1,free,rich,little,19878,19,domestic appliances,good
40,female,3,rent,quite rich,moderate,17327,39,radio/TV,good
27,male,1,own,moderate,moderate,3323,43,radio/TV,good
28,female,0,free,little,nan,15410,23,radio/TV,bad
58,male,2,rent,little,little,3790,5,furniture,good
58,female,1,own,moderate,rich,18253,5,education,good
22,male,1,own,nan,moderate,4123,53,radio/TV,good
18,male,0,rent,little,moderate,15141,51,furniture,bad
34,male,2,rent,moderate,little,17198,27,car,good
39,male,0,rent,nan,moderate,12471,12,vacation/others,good
51,female,3,rent,little,moderate,8937,43,car,good
73,male,2,own,little,little,10327,43,car,bad
62,male,2,rent,moderate,moderate,15941,5,business,good
58,male,1,own,moderate,little,12350,9,business,good
46,female,2,own,nan,moderate,17274,22,car,good
21,male,1,own,little,moderate,16796,22,business,good
22,male,2,own,moderate,moderate,4596,36,repairs,good
28,male,1,own,little,little,7954,64,furniture,good
73,male,2,own,moderate,little,10607,33,furniture,good
68,male,1,own,little,rich,4714,65,car,good
38,female,0,own,quite rich,little,9580,16,radio/TV,good
52,female,1,rent,moderate,rich,12732,21,education,good
29,female,0,own,quite rich,little,16771,5,car,bad
43,male,1,own,moderate,rich,10125,6,car,good
68,female,1,rent,moderate,little,7356,9,car,good
36,male,1,own,rich,little,15624,31,furniture,good
62,male,2,own,little,nan,15981,35,business,bad
24,male,1,free,little,little,4501,63,car,bad
64,male,0,own,moderate,little,1308,34,business,good
72,female,2,own,moderate,moderate,4864,64,domestic appliances,good
24,female,3,rent,little,rich,8611,12,car,good
43,female,1,rent,moderate,little,10986,70,vacation/others,bad
57,male,0,rent,little,rich,7474,57,radio/TV,bad
22,female,1,own,little,moderate,16245,71,radio/TV,bad
38,female,2,rent,little,little,16315,20,radio/TV,bad
31,male,2,rent,nan,little,3301,62,business,good
21,female,2,own,rich,little,3916,34,education,good
40,male,0,own,little,moderate,3010,64,education,good
59,female,2,rent,little,moderate,1610,43,furniture,good
37,female,1,own,little,little,8864,6,radio/TV,good
32,female,1,own,little,moderate,3079,53,car,good
67,male,0,own,rich,little,15059,4,furniture,bad
69,female,1,own,little,little,395,11,radio/TV,good
62,female,2,own,little,nan,2623,65,car,good
46,female,2,own,little,rich,479,67,radio/TV,good
25,female,3,own,little,little,10311,44,radio/TV,bad
58,male,0,free,moderate,nan,5638,20,car,good
65,male,3,own,moderate,nan,19299,46,repairs,good
36,female,2,own,little,little,15321,5,car,bad
65,female,1,free,little,little,12308,50,car,bad
56,female,2,rent,moderate,moderate,3079,63,domestic appliances,good
63,male,2,own,quite rich,nan,19970,52,business,good
45,female,1,own,little,rich,17875,18,furniture,good
63,female,2,own,little,little,5298,53,vacation/others,bad
74,male,2,free,little,little,3545,49,vacation/others,bad
44,male,2,own,moderate,little,9826,5,car,good
21,male,2,own,little,little,19996,32,radio/TV,bad
32,female,1,rent,little,little,15763,32,car,bad
52,male,2,own,little,moderate,18022,64,furniture,bad
54,male,2,rent,moderate,little,12092,69,car,good
18,female,1,rent,little,little,18455,47,car,bad
20,male,0,own,quite rich,nan,8726,7,domestic appliances,good
64,female,2,own,moderate,little,845,42,business,good
41,female,0,own,moderate,little,11325,63,domestic appliances,bad
44,male,2,rent,moderate,moderate,13063,52,car,good
57,female,3,rent,moderate,little,13414,8,radio/TV,good
53,male,1,rent,nan,moderate,9504,69,business,good
51,male,0,own,quite rich,rich,11790,48,education,bad
46,male,1,rent,moderate,moderate,6905,63,radio/TV,good
41,female,1,own,quite rich,rich,13744,11,car,good
41,male,3,own,moderate,little,8127,53,business,good
59,female,1,own,little,little,13301,39,domestic appliances,bad
21,female,0,rent,little,little,7134,44,car,bad
20,female,2,rent,little,nan,15058,13,radio/TV,bad
51,male,2,own,little,moderate,13003,39,radio/TV,bad
